languge,age,participant,pronoun,share
ger,25.133333333333333,CHI,1sg,0.03354978354978355
ger,25.5,CHI,1sg,0.023681377825618945
ger,26.166666666666668,CHI,1sg,0.05957767722473605
ger,26.433333333333334,CHI,1sg,0.03841229193341869
ger,26.9,CHI,1sg,0.02564102564102564
ger,27.533333333333335,CHI,1sg,0.05416666666666667
ger,27.9,CHI,1sg,0.03826086956521739
ger,28.466666666666665,CHI,1sg,0.030362389813907934
ger,28.933333333333334,CHI,1sg,0.04338070306656694
ger,29.333333333333332,CHI,1sg,0.04428904428904429
ger,30.433333333333334,CHI,1sg,0.053791887125220456
ger,30.766666666666666,CHI,1sg,0.05200433369447454
ger,31.3,CHI,1sg,0.06701414743112435
ger,31.733333333333334,CHI,1sg,0.042801556420233464
ger,31.733333333333334,CHI,1sg,0.035781544256120526
ger,32.233333333333334,CHI,1sg,0.054404145077720206
ger,32.96666666666667,CHI,1sg,0.045
ger,33.6,CHI,1sg,0.05892857142857143
ger,34.46666666666667,CHI,1sg,0.0565149136577708
ger,35.03333333333333,CHI,1sg,0
ger,35.13333333333333,CHI,1sg,0.05620915032679739
ger,35.93333333333333,CHI,1sg,0.06576980568011959
ger,35.93333333333333,CHI,1sg,0.05263157894736842
ger,36.36666666666667,CHI,1sg,0.03358778625954199
ger,36.833333333333336,CHI,1sg,0.04909284951974386
ger,37.266666666666666,CHI,1sg,0.03916004540295119
ger,37.766666666666666,CHI,1sg,0.06337509211495947
ger,37.766666666666666,ADU,1sg,0.08823529411764706
ger,38.9,CHI,1sg,0.05714285714285714
ger,38.9,ADU,1sg,0.025974025974025976
ger,39.9,CHI,1sg,0.04540763673890609
ger,20.3,CHI,1sg,0
ger,20.633333333333333,CHI,1sg,0
ger,21.1,CHI,1sg,0
ger,21.566666666666666,CHI,1sg,0
ger,22,CHI,1sg,0
ger,22.466666666666665,CHI,1sg,0
ger,22.933333333333334,CHI,1sg,0
ger,23.4,CHI,1sg,0
ger,23.866666666666667,CHI,1sg,0
ger,24.3,CHI,1sg,0
ger,24.766666666666666,CHI,1sg,0
ger,25.4,CHI,1sg,0.014634146341463415
ger,25.966666666666665,CHI,1sg,0.01078582434514638
ger,26.4,CHI,1sg,0.010882708585247884
ger,26.9,CHI,1sg,0.003125
ger,26.9,ADU,1sg,0
ger,26.9,ADU,1sg,0.02
ger,26.9,ADU,1sg,0.00975609756097561
ger,27.333333333333332,CHI,1sg,0.023734177215189875
ger,28,CHI,1sg,0.010506208213944603
ger,28,ADU,1sg,0
ger,28.733333333333334,CHI,1sg,0.008832188420019628
ger,28.733333333333334,ADU,1sg,0.043478260869565216
ger,29.166666666666668,CHI,1sg,0.010014306151645207
ger,29.633333333333333,CHI,1sg,0.0039447731755424065
ger,30.1,CHI,1sg,0.01606425702811245
ger,30.1,ADU,1sg,0
ger,30.1,ADU,1sg,0.020833333333333332
ger,30.566666666666666,CHI,1sg,0.012115563839701771
ger,30.566666666666666,ADU,1sg,0
ger,30.566666666666666,ADU,1sg,0
ger,31,CHI,1sg,0.010012515644555695
ger,31.466666666666665,CHI,1sg,0.00782122905027933
ger,31.933333333333334,CHI,1sg,0.010752688172043012
ger,31.933333333333334,ADU,1sg,0.006091370558375634
ger,32.86666666666667,CHI,1sg,0.028089887640449437
ger,33.3,CHI,1sg,0.0304093567251462
ger,33.3,ADU,1sg,0
ger,33.3,ADU,1sg,0.04017857142857143
ger,33.766666666666666,CHI,1sg,0.03128371089536138
ger,34.7,CHI,1sg,0.04771784232365145
ger,35.1,CHI,1sg,0.06741573033707865
ger,35.6,CHI,1sg,0.04820333041191937
ger,36.03333333333333,CHI,1sg,0.03974358974358974
ger,36.96666666666667,CHI,1sg,0.04204993429697766
ger,37.4,CHI,1sg,0.040697674418604654
ger,38.4,CHI,1sg,0.04582409460458241
ger,38.86666666666667,CHI,1sg,0.0384204909284952
ger,39.3,CHI,1sg,0.046021093000958774
ger,39.3,ADU,1sg,0
ger,39.3,ADU,1sg,0.02356902356902357
ger,21.666666666666668,CHI,1sg,0
ger,22.633333333333333,CHI,1sg,0
ger,26.366666666666667,CHI,1sg,0
ger,26.4,CHI,1sg,0
ger,28.9,CHI,1sg,0
ger,35.4,CHI,1sg,0
ger,35.46666666666667,CHI,1sg,0
ger,22.433333333333334,CHI,1sg,0
ger,20.5,CHI,1sg,0
ger,21.8,CHI,1sg,0
ger,23.433333333333334,CHI,1sg,0
ger,25.5,CHI,1sg,0
ger,30.3,CHI,1sg,0
ger,30.333333333333332,CHI,1sg,0
ger,30.433333333333334,CHI,1sg,0
ger,20.366666666666667,CHI,1sg,0
ger,27.066666666666666,CHI,1sg,0
ger,30.233333333333334,CHI,1sg,0
ger,34.266666666666666,CHI,1sg,0
ger,34.266666666666666,CHI,1sg,0
ger,36.63333333333333,CHI,1sg,0
ger,20.133333333333333,CHI,1sg,0
ger,20.166666666666668,CHI,1sg,0
ger,21.833333333333332,CHI,1sg,0
ger,31.9,CHI,1sg,0
ger,32.4,CHI,1sg,0
ger,32.4,CHI,1sg,0
ger,37,CHI,1sg,0
ger,37,CHI,1sg,0
ger,34.166666666666664,ADU,1sg,0.007635530669381522
ger,34.166666666666664,CHI,1sg,0.004282655246252677
ger,36.56666666666667,ADU,1sg,0.0024154589371980675
ger,36.56666666666667,CHI,1sg,0.001579778830963665
ger,38.333333333333336,ADU,1sg,0.013302486986697512
ger,38.333333333333336,CHI,1sg,0.012195121951219513
ger,33.43333333333333,ADU,1sg,0.011960969468051622
ger,33.43333333333333,CHI,1sg,0.017804154302670624
ger,36.2,ADU,1sg,6.756756756756757e-4
ger,36.2,CHI,1sg,0.0017006802721088435
ger,36.53333333333333,ADU,1sg,0.009202453987730062
ger,36.53333333333333,CHI,1sg,0.0074005550416281225
ger,38.8,ADU,1sg,0.010995915802701853
ger,38.8,CHI,1sg,0.011976047904191617
ger,38.36666666666667,ADU,1sg,0.011168384879725086
ger,38.36666666666667,CHI,1sg,0.006364359586316627
ger,23.833333333333332,ADU,1sg,0.004677268475210477
ger,23.833333333333332,CHI,1sg,0.01060070671378092
ger,25.233333333333334,ADU,1sg,0
ger,25.233333333333334,CHI,1sg,0.005235602094240838
ger,27.833333333333332,ADU,1sg,0.003996003996003996
ger,27.833333333333332,CHI,1sg,0.012598425196850394
ger,30.3,ADU,1sg,0.002577319587628866
ger,30.3,CHI,1sg,0
ger,33.1,ADU,1sg,0.00702576112412178
ger,33.1,CHI,1sg,0.0028462998102466793
ger,36.166666666666664,ADU,1sg,0.00611353711790393
ger,36.166666666666664,CHI,1sg,0.0038095238095238095
ger,39.13333333333333,ADU,1sg,0.0032258064516129032
ger,39.13333333333333,CHI,1sg,0.00741962077493817
ger,38.46666666666667,ADU,1sg,0.007583965330444204
ger,38.46666666666667,CHI,1sg,0.007518796992481203
ger,26.833333333333332,ADU,1sg,0.008711885500933417
ger,26.833333333333332,CHI,1sg,0
ger,29.833333333333332,ADU,1sg,0.002074688796680498
ger,29.833333333333332,CHI,1sg,0.0023121387283236996
ger,32.06666666666667,ADU,1sg,0.003787878787878788
ger,32.06666666666667,CHI,1sg,0.010067114093959731
ger,36.666666666666664,ADU,1sg,0.011126564673157162
ger,36.666666666666664,CHI,1sg,0.013559322033898305
ger,25.466666666666665,ADU,1sg,0.014192139737991267
ger,25.466666666666665,CHI,1sg,0.016666666666666666
ger,31.7,ADU,1sg,0.01324828263002944
ger,31.7,CHI,1sg,0
ger,36.46666666666667,ADU,1sg,0.010747185261003071
ger,36.46666666666667,CHI,1sg,0.005154639175257732
ger,39.43333333333333,ADU,1sg,0.006064281382656155
ger,39.43333333333333,CHI,1sg,0.01020408163265306
ger,20.833333333333332,ADU,1sg,0.009057971014492754
ger,20.833333333333332,CHI,1sg,0
ger,22.2,ADU,1sg,0.006329113924050633
ger,22.2,CHI,1sg,0.02346041055718475
ger,24.5,ADU,1sg,0.015216068167985392
ger,24.5,CHI,1sg,0.009505703422053232
ger,27.466666666666665,ADU,1sg,0.005063291139240506
ger,27.466666666666665,CHI,1sg,0.005089058524173028
ger,29.533333333333335,ADU,1sg,0.006024096385542169
ger,29.533333333333335,CHI,1sg,0.0021929824561403508
ger,32.03333333333333,ADU,1sg,5.385029617662897e-4
ger,32.03333333333333,CHI,1sg,0.002372479240806643
ger,36,ADU,1sg,0.012866333095067906
ger,36,CHI,1sg,0.007947019867549669
ger,39.5,ADU,1sg,0.01669941060903733
ger,39.5,CHI,1sg,0.008547008547008548
ger,36.9,ADU,1sg,0.003302146395156852
ger,36.9,CHI,1sg,0
ger,26.3,ADU,1sg,0.008715862870424172
ger,26.3,CHI,1sg,0.006993006993006993
ger,39.9,ADU,1sg,0.005141388174807198
ger,39.9,CHI,1sg,0.006666666666666667
ger,31.266666666666666,ADU,1sg,0.0058309037900874635
ger,31.266666666666666,CHI,1sg,0.009036144578313253
ger,37,ADU,1sg,0.0030165912518853697
ger,37,CHI,1sg,0.0029985007496251873
ger,33.8,ADU,1sg,0.001965923984272608
ger,33.8,CHI,1sg,0.010638297872340425
ger,39.03333333333333,CHI,1sg,0.004956629491945477
ger,39.03333333333333,ADU,1sg,0.0035046728971962616
ger,39.03333333333333,ADU,1sg,0.05309734513274336
ger,36.36666666666667,ADU,1sg,0.019562179785747556
ger,36.36666666666667,CHI,1sg,0.015368852459016393
ger,39.13333333333333,ADU,1sg,0.003556910569105691
ger,39.13333333333333,CHI,1sg,0.0034482758620689655
ger,34.46666666666667,ADU,1sg,0.010649627263045794
ger,34.46666666666667,CHI,1sg,0
ger,38.766666666666666,ADU,1sg,0.002357100766057749
ger,38.766666666666666,CHI,1sg,0
ger,28.9,ADU,1sg,0.009958791208791208
ger,28.9,CHI,1sg,0.007699711260827719
ger,31.233333333333334,ADU,1sg,0.006060606060606061
ger,31.233333333333334,CHI,1sg,0.004662004662004662
ger,34.13333333333333,ADU,1sg,0.0056065239551478085
ger,34.13333333333333,CHI,1sg,0.0020920502092050207
ger,35.03333333333333,ADU,1sg,0.002288329519450801
ger,35.03333333333333,CHI,1sg,0.004170141784820684
ger,37.666666666666664,ADU,1sg,0.0020842017507294707
ger,37.666666666666664,CHI,1sg,0.0013123359580052493
ger,35.03333333333333,ADU,1sg,0.007986548970155528
ger,35.03333333333333,CHI,1sg,0.0030864197530864196
ger,37.8,ADU,1sg,0.004780114722753346
ger,37.8,CHI,1sg,0.0031088082901554403
ger,20.133333333333333,CHI,1sg,0.0091683038637852
ger,20.133333333333333,ADU,1sg,0.0060901339829476245
ger,20.133333333333333,ADU,1sg,0.0011210762331838565
ger,21.666666666666668,ADU,1sg,0.012664640324214792
ger,21.666666666666668,CHI,1sg,0.011198208286674132
ger,23,ADU,1sg,0.006680584551148226
ger,23,CHI,1sg,0.006700827749310209
ger,24.2,ADU,1sg,0.010744435917114352
ger,24.2,CHI,1sg,0.013557737260402058
ger,25.4,ADU,1sg,0.009971509971509971
ger,25.4,CHI,1sg,0.008682328907048007
ger,26.866666666666667,ADU,1sg,0.02892960462873674
ger,26.866666666666667,CHI,1sg,0.020600089565606806
ger,27.8,ADU,1sg,0.03436853002070393
ger,27.8,CHI,1sg,0.04016316284907436
ger,29.166666666666668,ADU,1sg,0.01405301820504631
ger,29.166666666666668,CHI,1sg,0.019485038274182326
ger,30.4,ADU,1sg,0.06666666666666667
ger,30.4,ADU,1sg,0.012025901942645698
ger,30.4,CHI,1sg,0.021216407355021217
ger,31.9,ADU,1sg,0.022696929238985315
ger,31.9,CHI,1sg,0.02632597754548974
ger,33.166666666666664,ADU,1sg,0.02557755775577558
ger,33.166666666666664,CHI,1sg,0.035655737704918034
ger,34.56666666666667,ADU,1sg,0.025974025974025976
ger,34.56666666666667,CHI,1sg,0.03946263643996641
ger,36.1,ADU,1sg,0
ger,36.1,ADU,1sg,0.045454545454545456
ger,36.1,CHI,1sg,0.04263565891472868
ger,37.3,ADU,1sg,0.02982456140350877
ger,37.3,CHI,1sg,0.03935901040202418
ger,38.666666666666664,ADU,1sg,0.02132701421800948
ger,38.666666666666664,CHI,1sg,0.034528552456839307
ger,25.133333333333333,ADU,1sg,0.006224826071036251
ger,25.133333333333333,CHI,1sg,0.014563106796116505
ger,29.133333333333333,ADU,1sg,0.0063335679099225895
ger,29.133333333333333,CHI,1sg,0.003194888178913738
ger,34.43333333333333,ADU,1sg,0.012359550561797753
ger,34.43333333333333,CHI,1sg,0.03184504267892318
ger,20.433333333333334,ADU,1sg,0.02037617554858934
ger,20.433333333333334,CHI,1sg,0.021108179419525065
ger,21.733333333333334,ADU,1sg,0.015748031496062992
ger,21.733333333333334,CHI,1sg,0.008918617614269788
ger,22.9,ADU,1sg,0.012062726176115802
ger,22.9,CHI,1sg,0.0054005400540054005
ger,24.466666666666665,ADU,1sg,0.008429926238145416
ger,24.466666666666665,CHI,1sg,0.0049079754601227
ger,25.866666666666667,ADU,1sg,0.015338263489454943
ger,25.866666666666667,CHI,1sg,0.019533369506239826
ger,27.033333333333335,ADU,1sg,0.013257575757575758
ger,27.033333333333335,CHI,1sg,0.018473505104521146
ger,28.1,ADU,1sg,0.015741507870753936
ger,28.1,CHI,1sg,0.020911127707244213
ger,29.6,ADU,1sg,0.016989145823501653
ger,29.6,CHI,1sg,0.01350210970464135
ger,31.266666666666666,CHI,1sg,0.003395585738539898
ger,31.266666666666666,ADU,1sg,0.006493506493506494
ger,31.266666666666666,ADU,1sg,0
ger,32.333333333333336,ADU,1sg,0.032853025936599424
ger,32.333333333333336,CHI,1sg,0.018332347723240685
ger,33.5,ADU,1sg,0.015013404825737266
ger,33.5,CHI,1sg,0.012642225031605562
ger,34.53333333333333,ADU,1sg,0.03188708834291688
ger,34.53333333333333,CHI,1sg,0.028409090909090908
ger,36.233333333333334,ADU,1sg,0.029315960912052116
ger,36.233333333333334,CHI,1sg,0.041304347826086954
ger,37.13333333333333,ADU,1sg,0
ger,37.13333333333333,ADU,1sg,0.02727272727272727
ger,37.13333333333333,CHI,1sg,0.023205612520237454
ger,38.46666666666667,ADU,1sg,0.027586206896551724
ger,38.46666666666667,CHI,1sg,0.037840845854201444
ger,39.96666666666667,ADU,1sg,0.06395348837209303
ger,39.96666666666667,ADU,1sg,0.04878048780487805
ger,39.96666666666667,CHI,1sg,0.06397583745194947
ger,25,ADU,1sg,0.017485822306238186
ger,25,CHI,1sg,0.012632978723404254
ger,29.3,ADU,1sg,0.027073485174043833
ger,29.3,CHI,1sg,0.046701974000962924
ger,34.833333333333336,ADU,1sg,0.03731343283582089
ger,34.833333333333336,CHI,1sg,0.03116621983914209
ger,21.233333333333334,ADU,1sg,0.009345794392523364
ger,21.233333333333334,CHI,1sg,0.013468013468013467
ger,22.666666666666668,ADU,1sg,0.008743169398907104
ger,22.666666666666668,CHI,1sg,0.029197080291970802
ger,24.2,ADU,1sg,0.005627462014631401
ger,24.2,CHI,1sg,0.008069939475453935
ger,25.466666666666665,ADU,1sg,0.010879218472468916
ger,25.466666666666665,CHI,1sg,0.01529051987767584
ger,27.133333333333333,ADU,1sg,0.009307135470527405
ger,27.133333333333333,CHI,1sg,0.011138613861386138
ger,28.366666666666667,ADU,1sg,0.010887772194304857
ger,28.366666666666667,CHI,1sg,0.008157211716722283
ger,29.533333333333335,ADU,1sg,0.007224563515954244
ger,29.533333333333335,CHI,1sg,0.011170872983036822
ger,30.833333333333332,CHI,1sg,0.022652388797364087
ger,30.833333333333332,ADU,1sg,0.010951979780960405
ger,30.833333333333332,ADU,1sg,0
ger,32.5,CHI,1sg,0.039502164502164504
ger,32.5,ADU,1sg,0.005154639175257732
ger,32.5,ADU,1sg,0.02631578947368421
ger,33.5,ADU,1sg,0.025
ger,33.5,CHI,1sg,0.0486438679245283
ger,34.96666666666667,ADU,1sg,0.015873015873015872
ger,34.96666666666667,CHI,1sg,0.03998491135420596
ger,36.266666666666666,CHI,1sg,0.046163849154746424
ger,36.266666666666666,ADU,1sg,0.07142857142857142
ger,36.266666666666666,ADU,1sg,0.03592814371257485
ger,37.63333333333333,ADU,1sg,0.052434456928838954
ger,37.63333333333333,CHI,1sg,0.06372853300227602
ger,38.9,ADU,1sg,0.0851063829787234
ger,38.9,CHI,1sg,0.052541794609348345
ger,25.466666666666665,ADU,1sg,0.022652194431335537
ger,25.466666666666665,CHI,1sg,0.02040816326530612
ger,29.266666666666666,ADU,1sg,0.029176349083397883
ger,29.266666666666666,CHI,1sg,0.03407682775712516
ger,34.8,ADU,1sg,0.027624309392265192
ger,34.8,CHI,1sg,0.039638386648122394
ger,20.166666666666668,ADU,1sg,0.015107682417229186
ger,20.166666666666668,CHI,1sg,0.014161220043572984
ger,25.166666666666668,ADU,1sg,0.007847151142954622
ger,25.166666666666668,CHI,1sg,0.008791208791208791
ger,29.366666666666667,ADU,1sg,0.02073085031623331
ger,29.366666666666667,CHI,1sg,0.017228464419475654
ger,31.4,ADU,1sg,0.009632224168126095
ger,31.4,CHI,1sg,0.008919722497522299
ger,20.033333333333335,ADU,1sg,0.006092916984006093
ger,20.033333333333335,CHI,1sg,0.008896797153024912
ger,25.366666666666667,ADU,1sg,0.0059355568117580556
ger,25.366666666666667,CHI,1sg,0.009204470742932281
ger,28.766666666666666,CHI,1sg,0.01110523532522475
ger,28.766666666666666,ADU,1sg,0.015436746987951807
ger,28.766666666666666,ADU,1sg,0.006230529595015576
ger,34.36666666666667,ADU,1sg,0.019280205655526992
ger,34.36666666666667,CHI,1sg,0.03652321630804077
ger,20.566666666666666,ADU,1sg,0.009214567792891619
ger,20.566666666666666,CHI,1sg,0.008620689655172414
ger,25.433333333333334,ADU,1sg,0.009995654063450673
ger,25.433333333333334,CHI,1sg,0.0044365572315882874
ger,29,ADU,1sg,0.038069942452412575
ger,29,CHI,1sg,0.02558139534883721
ger,34.666666666666664,ADU,1sg,0.043509789702683106
ger,34.666666666666664,CHI,1sg,0.06707122325135739
ger,20.633333333333333,ADU,1sg,0.011419672982091877
ger,20.633333333333333,CHI,1sg,0.0030075187969924814
ger,25.5,ADU,1sg,0.00702576112412178
ger,25.5,CHI,1sg,0.009541984732824428
ger,28.966666666666665,ADU,1sg,0.008618920582803202
ger,28.966666666666665,CHI,1sg,0.007611241217798595
ger,34.266666666666666,ADU,1sg,0.026825633383010434
ger,34.266666666666666,CHI,1sg,0.04179364388332608
ger,25.366666666666667,ADU,1sg,0.020890325789604577
ger,25.366666666666667,CHI,1sg,0.019918849133161196
ger,29.3,CHI,1sg,0.02991586163913992
ger,29.3,ADU,1sg,0.1111111111111111
ger,29.3,ADU,1sg,0.02587850721874149
ger,34.8,CHI,1sg,0.04566491823511262
ger,34.8,ADU,1sg,0.08527131782945736
ger,34.8,ADU,1sg,0.05819070904645477
ger,25.3,ADU,1sg,0.01430615164520744
ger,25.3,CHI,1sg,0.004285714285714286
ger,29.3,ADU,1sg,0.02834149755073478
ger,29.3,CHI,1sg,0.046476761619190406
ger,34.46666666666667,ADU,1sg,0.041968162083936326
ger,34.46666666666667,CHI,1sg,0.05117370892018779
ger,20.066666666666666,ADU,1sg,0.018561484918793503
ger,20.066666666666666,CHI,1sg,0.01859229747675963
ger,21.233333333333334,ADU,1sg,0.014559386973180077
ger,21.233333333333334,CHI,1sg,0.01091901728844404
ger,22.633333333333333,ADU,1sg,0.020100502512562814
ger,22.633333333333333,CHI,1sg,0.017597551644988524
ger,24.033333333333335,ADU,1sg,0.022376543209876542
ger,24.033333333333335,CHI,1sg,0.03141671606401897
ger,25.4,ADU,1sg,0.03041018387553041
ger,25.4,CHI,1sg,0.03032258064516129
ger,26.566666666666666,ADU,1sg,0.021822849807445442
ger,26.566666666666666,CHI,1sg,0.023887973640856673
ger,28.2,ADU,1sg,0.036939313984168866
ger,28.2,CHI,1sg,0.04077906269020085
ger,29.533333333333335,ADU,1sg,0.05008347245409015
ger,29.533333333333335,CHI,1sg,0.04904051172707889
ger,30.966666666666665,ADU,1sg,0.041627246925260174
ger,30.966666666666665,CHI,1sg,0.06531284302963776
ger,32.46666666666667,ADU,1sg,0.034482758620689655
ger,32.46666666666667,CHI,1sg,0.08299096138044372
ger,33.46666666666667,ADU,1sg,0.06145833333333333
ger,33.46666666666667,CHI,1sg,0.09520182787509521
ger,34.6,ADU,1sg,0.048939641109298535
ger,34.6,CHI,1sg,0.0533515731874145
ger,36,ADU,1sg,0.04028197381671702
ger,36,CHI,1sg,0.04900459418070444
ger,37.8,ADU,1sg,0.040993788819875775
ger,37.8,CHI,1sg,0.048199152542372885
ger,38.733333333333334,ADU,1sg,0.0371900826446281
ger,38.733333333333334,CHI,1sg,0.0730098916627414
ger,20.066666666666666,ADU,1sg,0.013867822318526544
ger,20.066666666666666,CHI,1sg,0.008947006194081212
ger,25.2,ADU,1sg,0.007626933972543038
ger,25.2,CHI,1sg,0.0081799591002045
ger,29.2,ADU,1sg,0.01222428913101249
ger,29.2,CHI,1sg,0.007462686567164179
ger,35,ADU,1sg,0.02631578947368421
ger,35,CHI,1sg,0.023701298701298702
ger,20.033333333333335,ADU,1sg,0.009240658899156288
ger,20.033333333333335,CHI,1sg,0.011111111111111112
ger,25.2,ADU,1sg,0.0135424091233072
ger,25.2,CHI,1sg,0.01
ger,29.3,ADU,1sg,0.018971061093247588
ger,29.3,CHI,1sg,0.016046681254558718
ger,34.6,ADU,1sg,0.013071895424836602
ger,34.6,CHI,1sg,0.013211382113821139
ger,25,ADU,1sg,0.021781408012446518
ger,25,CHI,1sg,0.017902813299232736
ger,29.233333333333334,ADU,1sg,0.019080068143100513
ger,29.233333333333334,CHI,1sg,0.010395010395010396
ger,34.43333333333333,ADU,1sg,0.02153316106804479
ger,34.43333333333333,CHI,1sg,0.046132008516678494
ger,25.7,ADU,1sg,0.009266409266409266
ger,25.7,CHI,1sg,0.01772816808929744
ger,29.1,ADU,1sg,0.020531400966183576
ger,29.1,CHI,1sg,0.011410314924691922
ger,34.46666666666667,ADU,1sg,0.02080624187256177
ger,34.46666666666667,CHI,1sg,0.02782608695652174
ger,20.133333333333333,ADU,1sg,0.006385341476957246
ger,20.133333333333333,CHI,1sg,0.00808080808080808
ger,25.333333333333332,ADU,1sg,0.012056493282810886
ger,25.333333333333332,CHI,1sg,0.009722222222222222
ger,29.133333333333333,ADU,1sg,0.018072289156626505
ger,29.133333333333333,CHI,1sg,0.024202842873607376
ger,34.5,ADU,1sg,0.015492957746478873
ger,34.5,CHI,1sg,0.026854802002730997
ger,20.266666666666666,ADU,1sg,0.02199944305207463
ger,20.266666666666666,CHI,1sg,0.014336917562724014
ger,21.233333333333334,ADU,1sg,0.00819672131147541
ger,21.233333333333334,CHI,1sg,0.012364760432766615
ger,22.5,ADU,1sg,0.006968641114982578
ger,22.5,CHI,1sg,0.006385696040868455
ger,24,ADU,1sg,0.012195121951219513
ger,24,CHI,1sg,0.005610098176718092
ger,25.5,ADU,1sg,0.02779864763335838
ger,25.5,CHI,1sg,0.01958762886597938
ger,26.8,ADU,1sg,0.014084507042253521
ger,26.8,CHI,1sg,0.01680672268907563
ger,28,ADU,1sg,0.017391304347826087
ger,28,CHI,1sg,0.011504047720494247
ger,29.4,ADU,1sg,0.04156403940886699
ger,29.4,CHI,1sg,0.029751062537947785
ger,30.533333333333335,ADU,1sg,0.018890200708382526
ger,30.533333333333335,CHI,1sg,0.026278409090909092
ger,31.566666666666666,CHI,1sg,0.03210382513661202
ger,31.566666666666666,ADU,1sg,0.02702702702702703
ger,31.566666666666666,ADU,1sg,0.04411764705882353
ger,33.5,ADU,1sg,0.02857142857142857
ger,33.5,CHI,1sg,0.035526315789473684
ger,34.9,ADU,1sg,0.023874488403819918
ger,34.9,CHI,1sg,0.022193211488250653
ger,36.06666666666667,ADU,1sg,0.02681159420289855
ger,36.06666666666667,CHI,1sg,0.032489451476793246
ger,37.333333333333336,ADU,1sg,0.04171704957678356
ger,37.333333333333336,CHI,1sg,0.03813208068527218
ger,38.5,ADU,1sg,0.03335155822854018
ger,38.5,CHI,1sg,0.03828972559029994
ger,20.1,ADU,1sg,0.018725460585925703
ger,20.1,CHI,1sg,0.0196078431372549
ger,25.233333333333334,ADU,1sg,0.011805741883552455
ger,25.233333333333334,CHI,1sg,0.006470588235294118
ger,29.333333333333332,ADU,1sg,0.018406961178045515
ger,29.333333333333332,CHI,1sg,0.02089905362776025
ger,34.46666666666667,ADU,1sg,0.029411764705882353
ger,34.46666666666667,CHI,1sg,0.039119170984455956
ger,20.033333333333335,ADU,1sg,0.04169797145003756
ger,20.033333333333335,CHI,1sg,0.04597701149425287
ger,25.4,ADU,1sg,0.030630003480682212
ger,25.4,CHI,1sg,0.03737373737373737
ger,29.3,ADU,1sg,0.0379386658235852
ger,29.3,CHI,1sg,0.029686641011544807
ger,34.56666666666667,ADU,1sg,0.030460624071322436
ger,34.56666666666667,CHI,1sg,0.032429816069699906
ger,21,ADU,1sg,0.004497751124437781
ger,21,CHI,1sg,0.006342494714587738
ger,22.566666666666666,ADU,1sg,0.008869179600886918
ger,22.566666666666666,ADU,1sg,0.006958942240779402
ger,22.566666666666666,CHI,1sg,0.0032967032967032967
ger,24.066666666666666,ADU,1sg,0.006751687921980495
ger,24.066666666666666,CHI,1sg,0.0038192234245703373
ger,25.133333333333333,ADU,1sg,0.007135906584495621
ger,25.133333333333333,CHI,1sg,0.005546751188589541
ger,26.466666666666665,ADU,1sg,0.004622496147919877
ger,26.466666666666665,CHI,1sg,0.00706880301602262
ger,28,ADU,1sg,0.020765736534717714
ger,28,CHI,1sg,0.014480162177816391
ger,29.3,ADU,1sg,0.02290804963410754
ger,29.3,CHI,1sg,0.023887973640856673
ger,30.666666666666668,ADU,1sg,0.009178321678321678
ger,30.666666666666668,CHI,1sg,0.017663043478260868
ger,32.03333333333333,ADU,1sg,0.015084294587400177
ger,32.03333333333333,CHI,1sg,0.01639344262295082
ger,33.13333333333333,ADU,1sg,0.03643461288223813
ger,33.13333333333333,CHI,1sg,0.02541189611840268
ger,34.8,ADU,1sg,0.023311416616855946
ger,34.8,CHI,1sg,0.0227107997100749
ger,36.06666666666667,ADU,1sg,0.025490196078431372
ger,36.06666666666667,CHI,1sg,0.030604982206405694
ger,37.43333333333333,ADU,1sg,0.020684736091298145
ger,37.43333333333333,CHI,1sg,0.030415125359638306
ger,38.7,ADU,1sg,0.036737692872887584
ger,38.7,CHI,1sg,0.03668261562998405
ger,27.333333333333332,CHI,1sg,0
ger,33.06666666666667,CHI,1sg,0
ger,38.13333333333333,CHI,1sg,0
ger,22,CHI,1sg,0
ger,22.266666666666666,CHI,1sg,0
ger,24.5,CHI,1sg,0
ger,26.266666666666666,CHI,1sg,0
ger,37.5,CHI,1sg,0
ger,38.833333333333336,CHI,1sg,0
ger,25,CHI,1sg,0.04176904176904177
ger,25,CHI,1sg,0.05349182763744428
ger,25,CHI,1sg,0.04423748544819558
ger,25,ADU,1sg,0.019776440240756664
ger,25,CHI,1sg,0.04435483870967742
ger,25,ADU,1sg,0.007391763463569166
ger,25,CHI,1sg,0.0375
ger,25,ADU,1sg,0.017811704834605598
ger,25,CHI,1sg,0.013071895424836602
ger,25,CHI,1sg,0.034334763948497854
ger,25,CHI,1sg,0.043243243243243246
ger,20.5,CHI,1sg,0.003770423125261835
ger,20.266666666666666,ADU,1pl,0.04
ger,20.266666666666666,ADU,1pl,0.00860832137733142
ger,20.266666666666666,CHI,1pl,0.007751937984496124
ger,20.733333333333334,ADU,1pl,0.029197080291970802
ger,20.733333333333334,ADU,1pl,0.015414258188824663
ger,20.733333333333334,CHI,1pl,0.016853932584269662
ger,20.766666666666666,ADU,1pl,0.0124804992199688
ger,20.766666666666666,CHI,1pl,0.018691588785046728
ger,20.8,ADU,1pl,0
ger,20.8,ADU,1pl,0.010031347962382446
ger,20.8,CHI,1pl,0.0036900369003690036
ger,20.9,ADU,1pl,0
