"","path","filename","languge","childname","participant","pronoun","24","25","26","27","28","29","30","31","32","33","34","35"
"975","C:\My\studies\UIT\FLA\code\English\Lara\021005.cha","021005.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00986031224322103,NA
"976","C:\My\studies\UIT\FLA\code\English\Lara\021005.cha","021005.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066557107641742,NA
"977","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0120967741935484,NA
"978","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0612903225806452,NA
"979","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0806451612903226,NA
"980","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0725806451612903,NA
"981","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00967741935483871,NA
"982","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032258064516129,NA
"983","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00564516129032258,NA
"984","C:\My\studies\UIT\FLA\code\English\Lara\021006.cha","021006.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0540322580645161,NA
"985","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00680851063829787,NA
"986","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0531914893617021,NA
"987","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA
"988","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0885106382978723,NA
"989","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00723404255319149,NA
"990","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00680851063829787,NA
"991","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011063829787234,NA
"992","C:\My\studies\UIT\FLA\code\English\Lara\021007.cha","021007.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0634042553191489,NA
"993","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00524737631184408,NA
"994","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513493253373313,NA
"995","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0948275862068965,NA
"996","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121814092953523,NA
"997","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149925037481259,NA
"998","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00824587706146927,NA
"999","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00862068965517241,NA
"1000","C:\My\studies\UIT\FLA\code\English\Lara\021012.cha","021012.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0899550224887556,NA
"1001","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00694674164737016,NA
"1002","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0456500165398611,NA
"1003","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115448230234866,NA
"1004","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107178299702283,NA
"1005","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0158782666225604,NA
"1006","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00661594442606682,NA
"1007","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109163083030103,NA
"1008","C:\My\studies\UIT\FLA\code\English\Lara\021013.cha","021013.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0737677803506451,NA
"1009","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00497925311203319,NA
"1010","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0663900414937759,NA
"1011","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0813278008298755,NA
"1012","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139834024896266,NA
"1013","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045643153526971,NA
"1014","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103734439834025,NA
"1015","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045643153526971,NA
"1016","C:\My\studies\UIT\FLA\code\English\Lara\021014.cha","021014.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120331950207469,NA
"1017","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00288898060255881,NA
"1018","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0689228229467602,NA
"1019","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0520016508460586,NA
"1020","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145274453157243,NA
"1021","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025588113908378,NA
"1022","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00825423029302517,NA
"1023","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132067684688403,NA
"1024","C:\My\studies\UIT\FLA\code\English\Lara\021015.cha","021015.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0982253404869996,NA
"1025","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00966850828729282,NA
"1026","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0635359116022099,NA
"1027","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0883977900552486,NA
"1028","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157458563535912,NA
"1029","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00966850828729282,NA
"1030","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110497237569061,NA
"1031","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1032","C:\My\studies\UIT\FLA\code\English\Lara\021019.cha","021019.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136740331491713,NA
"1033","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011208967173739,NA
"1034","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0624499599679744,NA
"1035","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10808646917534,NA
"1036","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0712570056044836,NA
"1037","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160128102481986,NA
"1038","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1039","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011208967173739,NA
"1040","C:\My\studies\UIT\FLA\code\English\Lara\021021.cha","021021.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044035228182546,NA
"1041","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105908584169454,NA
"1042","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0557413600891862,NA
"1043","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0785953177257525,NA
"1044","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136566332218506,NA
"1045","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0156075808249721,NA
"1046","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00334448160535117,NA
"1047","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00668896321070234,NA
"1048","C:\My\studies\UIT\FLA\code\English\Lara\021022.cha","021022.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11092530657748,NA
"1049","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011605415860735,NA
"1050","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0444874274661509,NA
"1051","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123791102514507,NA
"1052","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0657640232108317,NA
"1053","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1054","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00193423597678917,NA
"1055","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00967117988394584,NA
"1056","C:\My\studies\UIT\FLA\code\English\Lara\021028.cha","021028.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0541586073500967,NA
"1057","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161290322580645,NA
"1058","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0591397849462366,NA
"1059","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0994623655913978,NA
"1060","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122311827956989,NA
"1061","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00537634408602151,NA
"1062","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00806451612903226,NA
"1063","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1064","C:\My\studies\UIT\FLA\code\English\Lara\021029.cha","021029.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108870967741935,NA
"1065","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114942528735632
"1066","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517241379310345
"1067","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0948275862068965
"1068","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0890804597701149
"1069","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00574712643678161
"1070","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00574712643678161
"1071","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014367816091954
"1072","C:\My\studies\UIT\FLA\code\English\Lara\021030.cha","021030.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0632183908045977
"1073","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0190174326465927
"1074","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0491283676703645
"1075","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072107765451664
"1076","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109350237717908
"1077","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00316957210776545
"1078","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00554675118858954
"1079","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182250396196513
"1080","C:\My\studies\UIT\FLA\code\English\Lara\021102.cha","021102.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0824088748019017
"1081","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078482668410726
"1082","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0637671680837148
"1083","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0856769130150425
"1084","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110529758011772
"1085","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065402223675605
"1086","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052321778940484
"1087","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00065402223675605
"1088","C:\My\studies\UIT\FLA\code\English\Lara\021103.cha","021103.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0981033355134075
"1089","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131819846210179
"1090","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0596850970340535
"1091","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0988648846576346
"1092","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116807030391798
"1093","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208714756499451
"1094","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00146466495789088
"1095","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00292932991578176
"1096","C:\My\studies\UIT\FLA\code\English\Lara\021104.cha","021104.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0915415598681801
"1097","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00488997555012225
"1098","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0709046454767726
"1099","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0843520782396088
"1100","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138141809290954
"1101","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00488997555012225
"1102","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00244498777506112
"1103","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00244498777506112
"1104","C:\My\studies\UIT\FLA\code\English\Lara\021109.cha","021109.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128361858190709
"1105","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00992063492063492
"1106","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066468253968254
"1107","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0669642857142857
"1108","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097718253968254
"1109","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00843253968253968
"1110","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00843253968253968
"1111","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00446428571428571
"1112","C:\My\studies\UIT\FLA\code\English\Lara\021110.cha","021110.cha","eng","Lara","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0763888888888889
"1113","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153846153846154
"1114","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0555183946488294
"1115","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0882943143812709
"1116","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909698996655519
"1117","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100334448160535
"1118","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1119","C:\My\studies\UIT\FLA\code\English\Lara\021111.cha","021111.cha","eng","Lara","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0040133779264214
